source,medium,title,url,date,verdict,label,country,keywords,label_clean,title_clean,title_length,word_count
PolitiFact,fact-check,Sara Jacobs,https://www.politifact.com/personalities/sara-jacobs/,,Government shutdowns in 2013 and 2018 “cost our economy billions of dollars each.”,Fake,,"sara, jacobs",Fake,Sara Jacobs,11,2
PolitiFact,fact-check,Department of Government Efficiency,https://www.politifact.com/personalities/department-of-government-efficiency/,,"Spending plan to prevent a government shutdown includes “a pay increase for members of Congress from $174,000 to $243,000 per year.”",Fake,,"department, of, government, efficiency",Fake,Department of Government Efficiency,35,4
PolitiFact,fact-check,Doug Mastriano,https://www.politifact.com/personalities/doug-mastriano/,,Photo shows a downed drone,Fake,,"doug, mastriano",Fake,Doug Mastriano,14,2
PolitiFact,fact-check,Charlie Kirk,https://www.politifact.com/personalities/charlie-kirk/,,The 14th Amendment “has never been challenged at SCOTUS.”,Fake,,"charlie, kirk",Fake,Charlie Kirk,12,2
PolitiFact,fact-check,Jay Rothman,https://www.politifact.com/personalities/jay-rothman/,,"“The Universities of Wisconsin are 43rd out of 50 states in the nation, in terms of public support for our universities. The $855 million (budget request) gets us up to average.”",Fake,,"jay, rothman",Fake,Jay Rothman,11,2
PolitiFact,fact-check,Michael Rulli,https://www.politifact.com/personalities/michael-rulli/,,“Pete Buttigieg will leave his post as Transportation Secretary having spent $7.5 billion to build 8 EV charging stations.”,Fake,,"michael, rulli",Fake,Michael Rulli,13,2
PolitiFact,fact-check,Nancy Pelosi,https://www.politifact.com/personalities/nancy-pelosi/,,“Fewer people came in under President Biden than came under Donald Trump.”,Fake,,"nancy, pelosi",Fake,Nancy Pelosi,12,2
PolitiFact,fact-check,Eric Hovde,https://www.politifact.com/personalities/eric-hovde/,,Says the election results are suspicious because opponent U.S. Sen. Baldwin won “nearly 90%” of absentee ballots in Milwaukee.,Fake,,"eric, hovde",Fake,Eric Hovde,10,2
PolitiFact,fact-check,Diamond and Silk,https://www.politifact.com/personalities/diamond-and-silk/,,“Paper ballots and hand counting never breaks down.”,Fake,,"diamond, and, silk",Fake,Diamond and Silk,16,3
PolitiFact,fact-check,Dinesh D'Souza,https://www.politifact.com/personalities/dinesh-dsouza/,,The 2024 election results show that Joe Biden’s 80 million votes in 2020 were a “lie.”,Fake,,"dinesh, d'souza",Fake,Dinesh D'Souza,14,2
PolitiFact,fact-check,WinSenate,https://www.politifact.com/personalities/winsenate/,,“Kari Lake is threatening Social Security and Medicare.”,Fake,,winsenate,Fake,WinSenate,9,1
PolitiFact,fact-check,Patriot Voice,https://www.politifact.com/personalities/patriot-voice/,,"Vice President Kamala Harris and husband Doug Emhoff received $500,000 for tipping off Sean “Diddy” Combs about police raids.",Fake,,"patriot, voice",Fake,Patriot Voice,13,2
PolitiFact,fact-check,Libs of TikTok,https://www.politifact.com/personalities/libs-of-tiktok/,,“The lady who leaked passwords for voting systems in Colorado is the same person who tried to remove Trump from the ballot.”,Fake,,"libs, of, tiktok",Fake,Libs of TikTok,14,3
PolitiFact,fact-check,Kamala Harris,https://www.politifact.com/personalities/kamala-harris/,,Former President Donald Trump would “force states to monitor women's pregnancies.”,Fake,,"kamala, harris",Fake,Kamala Harris,13,2
PolitiFact,fact-check,Make the Road Nevada,https://www.politifact.com/personalities/make-the-road-nevada/,,Republican Senate candidate Sam Brown “wants to cut Medicaid and Social Security.”,Fake,,"make, the, road, nevada",Fake,Make the Road Nevada,20,4
PolitiFact,fact-check,Senate Leadership Fund,https://www.politifact.com/personalities/senate-leadership-fund/,,Sen. Jon Tester “voted to let men compete against our girls in their sports.”,Fake,,"senate, leadership, fund",Fake,Senate Leadership Fund,22,3
PolitiFact,fact-check,Tim Moore,https://www.politifact.com/personalities/tim-moore/,,“I’ve not gotten a single call from the White House.”,Fake,,"tim, moore",Fake,Tim Moore,9,2
PolitiFact,fact-check,Tammy Baldwin,https://www.politifact.com/personalities/tammy-baldwin/,,Says opponent Eric Hovde “opposes efforts to negotiate with the big pharmaceutical companies to lower the price of prescription drugs.”,Fake,,"tammy, baldwin",Fake,Tammy Baldwin,13,2
PolitiFact,fact-check,Climate Power,https://www.politifact.com/personalities/climate-power/,,Says Eric Hovde “claims anyone who believes in transitioning to a clean energy economy is ‘smoking crack cocaine.’”,Fake,,"climate, power",Fake,Climate Power,13,2
PolitiFact,fact-check,Sam Brown,https://www.politifact.com/personalities/sam-brown/,,“Jacky Rosen voted to allow biological men to compete in women’s sports.”,Fake,,"sam, brown",Fake,Sam Brown,9,2
PolitiFact,fact-check,Jon Tester,https://www.politifact.com/personalities/jon-tester/,,"“In Montana, we cherish our public lands. But Tim Sheehy called to transfer them off, so the ultra-rich can buy them up.”",Fake,,"jon, tester",Fake,Jon Tester,10,2
PolitiFact,fact-check,Dave McCormick,https://www.politifact.com/personalities/dave-mccormick/,,"Sen. Bob Casey ""has voted in lockstep with his liberal party to defund the police.""",Fake,,"dave, mccormick",Fake,Dave McCormick,14,2
PolitiFact,fact-check,Lisa Grafstein,https://www.politifact.com/personalities/lisa-grafstein/,,"Scott Lassiter “repeatedly campaigned to promote” North Carolina's “largest-ever” school funding cut, sending public school money to “unaccountable private schools” and ending science education.",Fake,,"lisa, grafstein",Fake,Lisa Grafstein,14,2
PolitiFact,fact-check,Kari Lake,https://www.politifact.com/personalities/kari-lake/,,"""Ruben Gallego wanted to defund the police. He actually co-sponsored legislation to defund the police.”",Fake,,"kari, lake",Fake,Kari Lake,9,2
PolitiFact,fact-check,United Auto Workers,https://www.politifact.com/personalities/united-auto-workers/,,Michigan U.S. Senate candidate Mike Rogers “wants to cut Medicare and Social Security.”,Fake,,"united, auto, workers",Fake,United Auto Workers,19,3
PolitiFact,fact-check,Kelly Ayotte,https://www.politifact.com/personalities/kelly-ayotte/,,"“There was a bill to basically create a ban to make sure we never become a sanctuary state, that no locality passes those regulations, and (former Manchester Mayor Joyce Craig) opposed that bill.”",Fake,,"kelly, ayotte",Fake,Kelly Ayotte,12,2
PolitiFact,fact-check,Joyce Craig,https://www.politifact.com/personalities/joyce-craig/,,"Gubernatorial candidate Kelly Ayotte “has voted for national abortion bans, she has voted to defund Planned Parenthood, and she shepherded Neil Gorsuch through the Supreme Court process, and then celebrated when Roe v. Wade was overturned.”",Fake,,"joyce, craig",Fake,Joyce Craig,11,2
PolitiFact,fact-check,Bob Casey,https://www.politifact.com/personalities/bob-casey/,,"To pay for extending the Trump tax cuts, Dave McCormick has “made clear he’ll slash your Medicare and Social Security, and cut Medicaid for nursing home care.”",Fake,,"bob, casey",Fake,Bob Casey,9,2
PolitiFact,fact-check,Progress 2028,https://www.politifact.com/personalities/progress-2028/,,A pro-Kamala Harris website shows she supports a mandatory gun buyback program.,Fake,,"progress, 2028",Fake,Progress 2028,13,2
PolitiFact,fact-check,Mike Rogers,https://www.politifact.com/personalities/mike-rogers/,,"“About 400,000 manufacturing jobs in the state of Michigan will go away with EV mandates.”",Fake,,"mike, rogers",Fake,Mike Rogers,11,2
PolitiFact,fact-check,Michigan Republican Party,https://www.politifact.com/personalities/michigan-republican-party/,,Elissa Slotkin “signed a secret agreement with a CCP-linked Chinese battery company.”,Fake,,"michigan, republican, party",Fake,Michigan Republican Party,25,3
PolitiFact,fact-check,Dan Bongino,https://www.politifact.com/personalities/dan-bongino/,,CBS exposed “the fact” that Kamala Harris’ crowd sizes are inflated because her campaign bused hundreds of attendees to her New Hampshire rally.,Fake,,"dan, bongino",Fake,Dan Bongino,11,2
PolitiFact,fact-check,Coalition to Protect Kids NY,https://www.politifact.com/personalities/coalition-to-protect-kids-ny/,,"""The ERA could also mandate that schools allow biological males to compete in girls' sports.""",Fake,,"coalition, to, protect, kids, ny",Fake,Coalition to Protect Kids NY,28,5
PolitiFact,fact-check,Terence Everitt,https://www.politifact.com/personalities/terence-everitt/,,Republican state Senate candidate Ashlee Adams “campaigned for Mark Robinson and his radical agenda.”,Fake,,"terence, everitt",Fake,Terence Everitt,15,2
PolitiFact,fact-check,Democratic Senatorial Campaign Committee,https://www.politifact.com/personalities/democratic-senatorial-campaign-committee/,,"Says Wisconsin GOP U.S. Senate candidate Eric Hovde ""brags about being in the 1%.""",Fake,,"democratic, senatorial, campaign, committee",Fake,Democratic Senatorial Campaign Committee,40,4
PolitiFact,fact-check,New Hampshire Democratic Party,https://www.politifact.com/personalities/new-hampshire-democratic-party/,,"When New Hampshire gubernatorial nominee Kelly Ayotte served on two companies’ boards, one “laid off 18,000 workers” and the other “laid off 1,200 American workers, moving jobs overseas.”",Fake,,"new, hampshire, democratic, party",Fake,New Hampshire Democratic Party,30,4
PolitiFact,fact-check,House Majority PAC,https://www.politifact.com/personalities/house-majority-pac/,,"Laurie Buckhout is “trying to get to Congress to pass a national abortion ban, allowing politicians to ban abortions with no exceptions and prosecute women if they get an abortion, treating women right here like criminals.”",Fake,,"house, majority, pac",Fake,House Majority PAC,18,3
PolitiFact,fact-check,Elissa Slotkin,https://www.politifact.com/personalities/elissa-slotkin/,,U.S. Senate candidate Mike Rogers “believes he should make that decision” about whether to end pregnancies.,Fake,,"elissa, slotkin",Fake,Elissa Slotkin,14,2
PolitiFact,fact-check,Tim Sheehy,https://www.politifact.com/personalities/tim-sheehy/,,"U.S. Sen. Jon Tester “voted to give taxpayer-funded health care to illegal immigrants.""",Fake,,"tim, sheehy",Fake,Tim Sheehy,10,2
PolitiFact,fact-check,Vote No on 3,https://www.politifact.com/personalities/vote-no-on-3/,,Florida’s Amendment 3 is “the monopoly amendment.”,Fake,,"vote, no, on, 3",Fake,Vote No on 3,12,4
PolitiFact,fact-check,Americans for Prosperity Action,https://www.politifact.com/personalities/americans-for-prosperity-action/,,"The Inflation Reduction Act, which Rep. Elissa Slotkin supported, “drove inflation higher.”",Fake,,"americans, for, prosperity, action",Fake,Americans for Prosperity Action,31,4
PolitiFact,fact-check,Jacky Rosen,https://www.politifact.com/personalities/jacky-rosen/,,“Sam Brown publicly supported forcing massive cuts to Social Security and Medicare and was caught on tape saying he admires the plan to phase out Social Security and Medicare in five years.”,Fake,,"jacky, rosen",Fake,Jacky Rosen,11,2
PolitiFact,fact-check,Julie Su,https://www.politifact.com/personalities/julie-su/,,"“400,000 workers are now in a union that were not in a union when (Biden) became president.”",Fake,,"julie, su",Fake,Julie Su,8,2
PolitiFact,fact-check,Vote No on 4,https://www.politifact.com/personalities/vote-no-on-4/,,"“Unlike other amendments, Amendment 4 has no definitions. … Without definitions these words can mean almost anything.”",Fake,,"vote, no, on, 4",Fake,Vote No on 4,12,4
PolitiFact,fact-check,Wisco Project,https://www.politifact.com/personalities/wisco-project/,,"“If you make less than $100,000, Trump is about to raise your taxes. Currently, you’re taxed at 10% and then 12%. He would raise that to a flat rate of 15%.”",Fake,,"wisco, project",Fake,Wisco Project,13,2
PolitiFact,fact-check,Sherrod Brown,https://www.politifact.com/personalities/sherrod-brown/,,"Of Bernie Moreno, “Now, he’s arguing for a national abortion ban, no exceptions.”",Fake,,"sherrod, brown",Fake,Sherrod Brown,13,2
PolitiFact,fact-check,Bernie Moreno,https://www.politifact.com/personalities/bernie-moreno/,,"“Illegal” Haitians in Springfield, Ohio, are “reportedly killing and eating pets.”",Fake,,"bernie, moreno",Fake,Bernie Moreno,13,2
PolitiFact,fact-check,Tony Perkins,https://www.politifact.com/personalities/tony-perkins/,,"“In 12 states, children born alive after a failed abortion have no legal protection, and in three more states children born alive after an abortion had legal rights that governors — like Tim Walz — repealed.”",Fake,,"tony, perkins",Fake,Tony Perkins,12,2
PolitiFact,fact-check,Republican Governors Association,https://www.politifact.com/personalities/republican-governors-association/,,"“On (Josh) Stein’s watch, rapes in North Carolina are up 53%.”",Fake,,"republican, governors, association",Fake,Republican Governors Association,32,3
PolitiFact,fact-check,Michele Morrow,https://www.politifact.com/personalities/michele-morrow/,,The plus in LGBTQ+ includes pedophilia.,Fake,,"michele, morrow",Fake,Michele Morrow,14,2
PolitiFact,fact-check,Robert  Cowles,https://www.politifact.com/personalities/robert-cowles/,,“The most recent State Budget increased funding for the Department of Tourism by 98 percent.”,Fake,,"robert, cowles",Fake,Robert  Cowles,14,2
PolitiFact,fact-check,Yes on 4,https://www.politifact.com/personalities/yes-on-4/,,Florida’s six-week abortion law has “no real exceptions. Not for her health. Not even for rape.”,Fake,,"yes, on, 4",Fake,Yes on 4,8,3
PolitiFact,fact-check,One Nation,https://www.politifact.com/personalities/one-nation/,,"“Sen. Jacky Rosen voted to increase taxes on families making less than $75,000 a year.”",Fake,,"one, nation",Fake,One Nation,10,2
PolitiFact,fact-check,National Republican Senatorial Committee,https://www.politifact.com/personalities/national-republican-senatorial-committee/,,Elissa Slotkin “gave your hard-earned tax money to illegal immigrants.”,Fake,,"national, republican, senatorial, committee",Fake,National Republican Senatorial Committee,40,4
PolitiFact,fact-check,Jeffrey Barke,https://www.politifact.com/personalities/dr-jeffrey-barke/,,Food and Drug Administration approval for updated COVID-19 vaccines requires a public health emergency declaration.,Fake,,"jeffrey, barke",Fake,Jeffrey Barke,13,2
PolitiFact,fact-check,Jesse James,https://www.politifact.com/personalities/jesse-james/,,"In Wisconsin, “a legislative committee cannot release funding.”",Fake,,"jesse, james",Fake,Jesse James,11,2
PolitiFact,fact-check,Bryan Steil,https://www.politifact.com/personalities/bryan-steil/,,"Says U.S. Sen. Tammy Baldwin ""believes taxpayer dollars should be used for abortion.""",Fake,,"bryan, steil",Fake,Bryan Steil,11,2
PolitiFact,fact-check,Debbie Mucarsel-Powell,https://www.politifact.com/personalities/debbie-mucarsel-powell/,,El senador Rick Scott no apoya las excepciones al aborto.,Fake,,"debbie, mucarsel-powell",Fake,Debbie Mucarsel-Powell,22,2
PolitiFact,fact-check,Jesse Watters,https://www.politifact.com/personalities/jesse-watters/,,Minnesota Gov. Tim Walz “forced schools to stock tampons in boys’ bathrooms.”,Fake,,"jesse, watters",Fake,Jesse Watters,13,2
PolitiFact,fact-check,Lindsey Graham,https://www.politifact.com/personalities/lindsey-graham/,,"El gobernador de Minnesota, Tim Walz, firmó una ley dando educación universitaria gratuita “a los inmigrantes ilegales”.",Fake,,"lindsey, graham",Fake,Lindsey Graham,14,2
PolitiFact,fact-check,Claudia Tenney,https://www.politifact.com/personalities/claudia-tenney/,,Biden Executive Order 14019  “requires our taxpayer-funded federal agencies to violate the Hatch Act and engage in illegal vote harvesting.”,Fake,,"claudia, tenney",Fake,Claudia Tenney,14,2
PolitiFact,fact-check,Republican National Committee,https://www.politifact.com/personalities/republican-national-committee-republican/,,"President Joe Biden appointed ""Kamala Harris to be his border czar to deal with illegal immigration … Harris was put in charge of stopping illegal immigration.""",Fake,,"republican, national, committee",Fake,Republican National Committee,29,3
PolitiFact,fact-check,Jon Stewart,https://www.politifact.com/personalities/jon-stewart/,,"Milwaukee's Marcus Performing Arts Center – where 'The Daily Show' had been scheduled – “was originally located in the ‘soft perimeter,’ they called it, security-wise” but “was shifted, understandably so, to the ‘hard perimeter.’”",Fake,,"jon, stewart",Fake,Jon Stewart,11,2
PolitiFact,fact-check,D.L. Hughley,https://www.politifact.com/personalities/dl-hughley/,,"“Anyone on Social Security or Disability should know, Project 2025 totally eliminates
all benefits.”",Fake,,"d.l., hughley",Fake,D.L. Hughley,12,2
PesaCheck,news,ALTERED: This video isn’t of Gachagua’s message to Raila Odinga after losing AUC election,,,Claim,Real,,"altered:, this, video, isn’t, of, gachagua’s, message, to, raila, odinga, after, losing, auc, election",Real,ALTERED: This video isn’t of Gachagua’s message to Raila Odinga after losing AUC election,89,14
PesaCheck,news,FALSE: Lucy Wanjiru has not been appointed to head Jubilee Party National Aspirants Forum,,,Claim,Fake,,"false:, lucy, wanjiru, has, not, been, appointed, to, head, jubilee, party, national, aspirants, forum",Fake,FALSE: Lucy Wanjiru has not been appointed to head Jubilee Party National Aspirants Forum,89,14
PesaCheck,news,FAUX : La garde présidentielle guinéenne n’a pas repoussé les putschistes,,,Claim,Real,,"faux, :, la, garde, présidentielle, guinéenne, n’a, pas, repoussé, les, putschistes",Real,FAUX : La garde présidentielle guinéenne n’a pas repoussé les putschistes,73,11
PesaCheck,news,FALSE: William Ruto’s security detail has not been replaced with G4S security officers,,,Claim,Fake,,"false:, william, ruto’s, security, detail, has, not, been, replaced, with, g4s, security, officers",Fake,FALSE: William Ruto’s security detail has not been replaced with G4S security officers,86,13
PesaCheck,news,FALSE: This image does not show Kenya’s deputy president under arrest,,,Claim,Fake,,"false:, this, image, does, not, show, kenya’s, deputy, president, under, arrest",Fake,FALSE: This image does not show Kenya’s deputy president under arrest,69,11
PesaCheck,news,FAKE: This letter from Kenya Revenue Authority to Deputy President William Ruto is fabricated,,,Claim,Real,,"fake:, this, letter, from, kenya, revenue, authority, to, deputy, president, william, ruto, is, fabricated",Real,FAKE: This letter from Kenya Revenue Authority to Deputy President William Ruto is fabricated,93,14
PesaCheck,news,"SATIRE: This photo claiming to show William Ruto, Oscar Sudi and Ndindi Nyoro in a pro-democracy…",,,Claim,Fake,,"satire:, this, photo, claiming, to, show, william, ruto,, oscar, sudi, and, ndindi, nyoro, in, a, pro-democracy…",Fake,"SATIRE: This photo claiming to show William Ruto, Oscar Sudi and Ndindi Nyoro in a pro-democracy…",97,16
PesaCheck,news,ALTERED: This image of Kenya’s deputy president in military attire is doctored,,,Claim,Real,,"altered:, this, image, of, kenya’s, deputy, president, in, military, attire, is, doctored",Real,ALTERED: This image of Kenya’s deputy president in military attire is doctored,78,12
PesaCheck,news,FALSE: ICC Prosecutor Karim Khan has not thrown away the case filed against Kenya’s deputy…,,,Claim,Fake,,"false:, icc, prosecutor, karim, khan, has, not, thrown, away, the, case, filed, against, kenya’s, deputy…",Fake,FALSE: ICC Prosecutor Karim Khan has not thrown away the case filed against Kenya’s deputy…,91,15
PesaCheck,news,FAKE: This digital card using the branding of Kenyans.co.ke,,,Claim,Real,,"fake:, this, digital, card, using, the, branding, of, kenyans.co.ke",Real,FAKE: This digital card using the branding of Kenyans.co.ke,59,9
